time,X,Y,Z,E1,E2,S_LP,S_RS,S_WS,R_LP,R_RS,R_WS,MPT,MPA,MPW,LOAD,CONTACT,BEAD_NUMBER,LASER_ON
02_24_14_54_01_393,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.42484,0.37584,6,False
02_24_14_54_01_455,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42226,0.47261,6,False
02_24_14_54_01_531,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41322,0.35262,6,False
02_24_14_54_01_689,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.4881,6,False
02_24_14_54_01_778,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.43,0.37455,6,False
02_24_14_54_01_845,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.42613,0.34487,6,False
02_24_14_54_01_926,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.36681,6,False
02_24_14_54_01_996,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42742,0.47777,6,False
02_24_14_54_02_067,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42355,0.39907,6,False
02_24_14_54_02_147,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41968,0.47519,6,False
02_24_14_54_02_233,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42484,0.47777,6,False
02_24_14_54_02_301,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.44806,0.47648,6,False
02_24_14_54_02_363,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42355,0.39778,6,False
02_24_14_54_02_455,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42226,0.461,6,False
02_24_14_54_02_547,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41968,0.37197,6,False
02_24_14_54_02_611,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42355,0.4481,6,False
02_24_14_54_02_674,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42484,0.43778,6,False
02_24_14_54_02_741,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42226,0.47132,6,False
02_24_14_54_02_807,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42484,0.31004,6,False
02_24_14_54_02_873,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42226,0.37068,6,False
02_24_14_54_02_944,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42355,0.28939,6,False
02_24_14_54_03_016,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.42226,0.38616,6,False
02_24_14_54_03_091,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42871,0.4739,6,False
02_24_14_54_03_169,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42226,0.43519,6,False
02_24_14_54_03_245,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42484,0.27262,6,False
02_24_14_54_03_317,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.77523,0.0,0.0,2.42484,0.37455,6,False
02_24_14_54_03_374,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42226,0.43261,6,False
02_24_14_54_03_451,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.42355,0.34358,6,False
02_24_14_54_03_517,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42484,0.44423,6,False
02_24_14_54_03_585,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.40677,0.46616,6,False
02_24_14_54_03_657,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41968,0.37197,6,False
02_24_14_54_03_729,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42484,0.37455,6,False
02_24_14_54_03_806,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42613,0.37842,6,False
02_24_14_54_03_980,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.43,0.37326,6,False
02_24_14_54_04_168,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42355,0.39907,6,False
02_24_14_54_04_238,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42226,0.45713,6,False
02_24_14_54_04_310,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42097,0.461,6,False
02_24_14_54_04_389,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42355,0.37713,6,False
02_24_14_54_04_458,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42613,0.43907,6,False
02_24_14_54_04_539,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41968,0.40423,6,False
02_24_14_54_04_606,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42613,0.32423,6,False
02_24_14_54_04_674,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.42484,0.31778,6,False
02_24_14_54_04_735,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42097,0.45068,6,False
02_24_14_54_04_809,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42355,0.3281,6,False
02_24_14_54_04_872,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42484,0.39391,6,False
02_24_14_54_04_929,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.42613,0.36294,6,False
02_24_14_54_05_017,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42226,0.36681,6,False
02_24_14_54_05_088,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42226,0.39132,6,False
02_24_14_54_05_259,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.48423,6,False
02_24_14_54_05_333,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.40677,0.47132,6,False
02_24_14_54_05_395,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.3552,6,False
02_24_14_54_05_459,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.40548,0.45197,6,False
02_24_14_54_05_537,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42484,0.42874,6,False
02_24_14_54_05_611,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.45971,6,False
02_24_14_54_05_689,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.46229,6,False
02_24_14_54_05_766,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42484,0.35003,6,False
02_24_14_54_05_833,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.44032,0.43907,6,False
02_24_14_54_05_912,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42355,0.31907,6,False
02_24_14_54_05_977,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42226,0.38874,6,False
02_24_14_54_06_068,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.42355,0.42745,6,False
02_24_14_54_06_130,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42355,0.46487,6,False
02_24_14_54_06_196,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42613,0.32552,6,False
02_24_14_54_06_264,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42871,0.33068,6,False
02_24_14_54_06_429,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42226,0.39649,6,False
02_24_14_54_06_505,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42355,0.44294,6,False
02_24_14_54_06_566,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42226,0.37068,6,False
02_24_14_54_06_661,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.40935,0.33842,6,False
02_24_14_54_06_725,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42484,0.34745,6,False
02_24_14_54_06_902,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.43129,0.42616,6,False
02_24_14_54_06_972,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42355,0.35778,6,False
02_24_14_54_07_031,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.42613,0.35778,6,False
02_24_14_54_07_120,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42226,0.36939,6,False
02_24_14_54_07_185,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42097,0.41326,6,False
02_24_14_54_07_250,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.42484,0.32294,6,False
02_24_14_54_07_327,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42226,0.35133,6,False
02_24_14_54_07_403,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42097,0.33455,6,False
02_24_14_54_07_469,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42226,0.35262,6,False
02_24_14_54_07_549,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42226,0.33197,6,False
02_24_14_54_07_715,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.42484,0.35778,6,False
02_24_14_54_07_782,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42355,0.35262,6,False
02_24_14_54_07_847,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42355,0.34229,6,False
02_24_14_54_07_913,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42484,0.33971,6,False
02_24_14_54_07_999,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42613,0.33068,6,False
02_24_14_54_08_093,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42484,0.41971,6,False
02_24_14_54_08_154,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.421,6,False
02_24_14_54_08_226,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.00105,0.0,0.0,2.42226,0.43003,6,False
02_24_14_54_08_306,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42871,0.41713,6,False
02_24_14_54_08_469,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41968,0.35262,6,False
02_24_14_54_08_549,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42613,0.32423,6,False
02_24_14_54_08_630,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.42226,0.4339,6,False
02_24_14_54_08_790,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.42484,0.421,6,False
02_24_14_54_08_864,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42097,0.34745,6,False
02_24_14_54_09_037,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41193,0.41197,6,False
02_24_14_54_09_102,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42226,0.34745,6,False
02_24_14_54_09_175,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.77523,0.0,0.0,2.42871,0.3281,6,False
02_24_14_54_09_242,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42355,0.33842,6,False
02_24_14_54_09_313,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42484,0.341,6,False
02_24_14_54_09_386,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42355,0.40294,6,False
02_24_14_54_09_464,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.35907,6,False
02_24_14_54_09_538,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42226,0.37068,6,False
02_24_14_54_09_597,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42226,0.41584,6,False
02_24_14_54_09_663,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.4429,0.48036,6,False
02_24_14_54_09_735,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42355,0.3281,6,False
02_24_14_54_09_805,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42097,0.38229,6,False
02_24_14_54_09_865,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.35391,6,False
02_24_14_54_09_948,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42226,0.41971,6,False
02_24_14_54_10_012,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42226,0.33068,6,False
02_24_14_54_10_084,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42355,0.43261,6,False
02_24_14_54_10_160,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42484,0.35778,6,False
02_24_14_54_10_229,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.42355,0.43519,6,False
02_24_14_54_10_300,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42484,0.421,6,False
02_24_14_54_10_369,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.42484,0.301,6,False
02_24_14_54_10_437,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41968,0.3152,6,False
02_24_14_54_10_614,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.32036,6,False
02_24_14_54_10_684,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42226,0.30616,6,False
02_24_14_54_10_766,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42226,0.39649,6,False
02_24_14_54_10_845,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42355,0.33068,6,False
02_24_14_54_10_926,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42871,0.44165,6,False
02_24_14_54_10_995,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42484,0.43778,6,False
02_24_14_54_11_063,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42355,0.34874,6,False
02_24_14_54_11_130,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42226,0.42616,6,False
02_24_14_54_11_209,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42355,0.45842,6,False
02_24_14_54_11_278,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42484,0.33713,6,False
02_24_14_54_11_337,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.42355,0.45455,6,False
02_24_14_54_11_411,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42226,0.36939,6,False
02_24_14_54_11_485,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42484,0.36423,6,False
02_24_14_54_11_545,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.77523,0.0,0.0,2.42226,0.3952,6,False
02_24_14_54_11_627,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42097,0.42358,6,False
02_24_14_54_11_693,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42484,0.39907,6,False
02_24_14_54_11_861,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42742,0.35649,6,False
02_24_14_54_11_922,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42871,0.38616,6,False
02_24_14_54_12_094,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.42226,0.38616,6,False
02_24_14_54_12_176,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.44677,0.44552,6,False
02_24_14_54_12_244,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42355,0.36552,6,False
02_24_14_54_12_417,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41451,0.33971,6,False
02_24_14_54_12_484,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42484,0.45326,6,False
02_24_14_54_12_652,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.37713,6,False
02_24_14_54_12_719,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42097,0.32165,6,False
02_24_14_54_12_808,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41064,0.45842,6,False
02_24_14_54_12_883,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42484,0.29455,6,False
02_24_14_54_12_955,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42355,0.37971,6,False
02_24_14_54_13_041,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42613,0.381,6,False
02_24_14_54_13_106,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41968,0.461,6,False
02_24_14_54_13_284,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42355,0.40294,6,False
02_24_14_54_13_352,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42484,0.38229,6,False
02_24_14_54_13_424,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42613,0.34487,6,False
02_24_14_54_13_507,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42097,0.44681,6,False
02_24_14_54_13_573,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42484,0.32294,6,False
02_24_14_54_13_753,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42871,0.43261,6,False
02_24_14_54_13_822,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.42613,0.32165,6,False
02_24_14_54_13_891,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42355,0.38745,6,False
02_24_14_54_13_966,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.44161,0.46487,6,False
02_24_14_54_14_147,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42613,0.381,6,False
02_24_14_54_14_224,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42097,0.31907,6,False
02_24_14_54_14_292,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.43,0.45842,6,False
02_24_14_54_14_360,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42355,0.36552,6,False
02_24_14_54_14_420,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42484,0.3152,6,False
02_24_14_54_14_488,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42613,0.33713,6,False
02_24_14_54_14_549,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42355,0.40423,6,False
02_24_14_54_14_636,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42484,0.381,6,False
02_24_14_54_14_709,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.42355,0.39391,6,False
02_24_14_54_14_782,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42355,0.43907,6,False
02_24_14_54_14_979,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.46358,6,False
02_24_14_54_15_151,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42226,0.38487,6,False
02_24_14_54_15_222,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42226,0.38874,6,False
02_24_14_54_15_283,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.42742,0.41842,6,False
02_24_14_54_15_358,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42097,0.461,6,False
02_24_14_54_15_436,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.77523,0.0,0.0,2.42355,0.33971,6,False
02_24_14_54_15_605,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41322,0.44552,6,False
02_24_14_54_15_674,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42484,0.43907,6,False
02_24_14_54_15_743,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42742,0.41971,6,False
02_24_14_54_15_814,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42097,0.34229,6,False
02_24_14_54_15_895,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42613,0.36552,6,False
02_24_14_54_15_952,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42355,0.40294,6,False
